id,activity,api,cputime,day,filesize,language,latency,memory,platform,time
7620,download,multicloud,3.75,6/24/16,2480,java,929,210768,aws,17:00:26
7621,download,native,1.98,6/24/16,2480,java,632,58852,azure,17:00:26
7622,download,native,0.29,6/24/16,2480,python,164.331913,23916,azure,17:00:26
7623,download,native,2.02,6/24/16,2480,java,488,80536,aws,17:00:26
7624,download,multicloud,0.24,6/24/16,2480,python,224.5209217,15224,azure,17:00:26
7625,download,native,0.3,6/24/16,2480,python,158.3929062,24016,azure,17:00:26
7626,download,multicloud,0.22,6/24/16,2480,python,198.5468864,15324,azure,17:00:27
7627,download,native,0.3,6/24/16,2480,python,149.7609615,24116,azure,17:00:27
7628,download,native,1.65,6/24/16,2480,java,669,58188,azure,17:00:27
7629,download,native,0.27,6/24/16,2480,python,125.8440018,24112,azure,17:00:27
7630,download,multicloud,0.21,6/24/16,2480,python,238.3770943,15400,azure,17:00:27
7631,download,native,1.96,6/24/16,2480,java,501,73988,aws,17:00:27
7632,download,native,0.27,6/24/16,2480,python,148.5409737,24028,azure,17:00:27
7633,download,multicloud,0.21,6/24/16,2480,python,248.0120659,15276,azure,17:00:28
7634,download,native,0.25,6/24/16,2480,python,168.7369347,24052,azure,17:00:28
7635,download,multicloud,3.63,6/24/16,2480,java,929,213628,aws,17:00:28
7636,download,multicloud,0.23,6/24/16,2480,python,240.4749393,15324,azure,17:00:28
7637,download,native,1.79,6/24/16,2480,java,645,58244,azure,17:00:28
7638,download,multicloud,0.16,6/24/16,2480,python,166.2459373,15204,azure,17:00:28
7639,download,native,0.24,6/24/16,2480,python,285.5799198,24044,azure,17:00:28
7640,download,native,2,6/24/16,2480,java,496,78748,aws,17:00:29
7641,download,multicloud,0.21,6/24/16,2480,python,205.2710056,15324,azure,17:00:29
7642,download,native,0.26,6/24/16,2480,python,137.0520592,24116,azure,17:00:29
7643,download,multicloud,0.19,6/24/16,2480,python,181.511879,15276,azure,17:00:29
7644,download,native,0.25,6/24/16,2480,python,189.5771027,24092,azure,17:00:29
7645,download,multicloud,6.97,6/24/16,2480,java,1338,104772,azure,17:00:30
7646,download,native,1.74,6/24/16,2480,java,571,58456,azure,17:00:30
7647,download,multicloud,0.16,6/24/16,2480,python,170.8168983,15324,azure,17:00:30
7648,download,native,0.23,6/24/16,2480,python,140.6619549,24176,azure,17:00:30
7649,download,native,2.05,6/24/16,2480,java,526,78452,aws,17:00:30
7650,download,multicloud,0.19,6/24/16,2480,python,169.413805,15376,azure,17:00:30
7651,download,native,0.25,6/24/16,2480,python,188.9410019,23916,azure,17:00:30
7652,download,multicloud,3.61,6/24/16,2480,java,907,207608,aws,17:00:30
7653,download,multicloud,0.2,6/24/16,2480,python,186.4249706,15252,azure,17:00:31
7654,download,native,0.29,6/24/16,2480,python,144.0250874,24180,azure,17:00:31
7655,download,multicloud,0.19,6/24/16,2480,python,214.6368027,15396,azure,17:00:31
7656,download,native,2.1,6/24/16,2480,java,652,65024,azure,17:00:31
7657,download,native,0.26,6/24/16,2480,python,130.5940151,23984,azure,17:00:31
7658,download,multicloud,0.18,6/24/16,2480,python,177.4950027,15204,azure,17:00:31
7659,download,native,1.99,6/24/16,2480,java,500,74356,aws,17:00:31
7660,download,native,0.29,6/24/16,2480,python,182.4710369,24012,azure,17:00:32
7661,download,multicloud,0.19,6/24/16,2480,python,176.7680645,15272,azure,17:00:32
7662,download,native,0.27,6/24/16,2480,python,152.5709629,23996,azure,17:00:32
7663,download,multicloud,0.18,6/24/16,2480,python,255.8629513,15380,azure,17:00:32
7664,download,native,2,6/24/16,2480,java,679,58376,azure,17:00:33
7665,download,multicloud,3.57,6/24/16,2480,java,848,207176,aws,17:00:33
7666,download,native,0.27,6/24/16,2480,python,142.7140236,24116,azure,17:00:33
7667,download,multicloud,0.2,6/24/16,2480,python,176.8839359,15384,azure,17:00:33
7668,download,native,1.97,6/24/16,2480,java,502,78844,aws,17:00:33
7669,download,native,0.25,6/24/16,2480,python,120.2600002,24116,azure,17:00:33
7670,download,multicloud,0.17,6/24/16,2480,python,281.6948891,15200,azure,17:00:33
7671,download,native,0.27,6/24/16,2480,python,288.9449596,24052,azure,17:00:34
7672,download,multicloud,0.25,6/24/16,2480,python,224.6718407,15368,azure,17:00:34
7673,download,native,1.96,6/24/16,2480,java,619,58500,azure,17:00:34
7674,download,native,0.32,6/24/16,2480,python,147.6309299,24000,azure,17:00:34
7675,download,multicloud,7.31,6/24/16,2480,java,1335,105360,azure,17:00:34
7676,download,native,2.02,6/24/16,2480,java,521,75592,aws,17:00:34
7677,download,multicloud,0.24,6/24/16,2480,python,197.4110603,15328,azure,17:00:34
7678,download,native,0.31,6/24/16,2480,python,146.281004,24176,azure,17:00:35
7679,download,multicloud,0.21,6/24/16,2480,python,182.1570396,15388,azure,17:00:35
7680,download,multicloud,3.69,6/24/16,2480,java,924,216484,aws,17:00:35
7681,download,native,0.32,6/24/16,2480,python,173.7611294,24048,azure,17:00:35
7682,download,multicloud,0.18,6/24/16,2480,python,250.2741814,15196,azure,17:00:35
7683,download,native,2.14,6/24/16,2480,java,646,65704,azure,17:00:35
7684,download,native,0.26,6/24/16,2480,python,128.8878918,24048,azure,17:00:35
7685,download,native,1.98,6/24/16,2480,java,514,74528,aws,17:00:36
7686,download,multicloud,0.2,6/24/16,2480,python,200.6819248,15272,azure,17:00:36
7687,download,native,0.25,6/24/16,2480,python,141.6509151,23956,azure,17:00:36
7688,download,multicloud,0.19,6/24/16,2480,python,202.3229599,15332,azure,17:00:36
7689,download,native,0.23,6/24/16,2480,python,145.6611156,24056,azure,17:00:36
7690,download,multicloud,0.25,6/24/16,2480,python,214.274168,15252,azure,17:00:37
7691,download,native,0.25,6/24/16,2480,python,135.7028484,23944,azure,17:00:37
7692,download,native,1.98,6/24/16,2480,java,731,58592,azure,17:00:37
7693,download,native,2.04,6/24/16,2480,java,524,73848,aws,17:00:37
7694,download,multicloud,0.21,6/24/16,2480,python,193.3481693,15368,azure,17:00:37
7695,download,native,0.26,6/24/16,2480,python,150.840044,24084,azure,17:00:37
7696,download,multicloud,3.68,6/24/16,2480,java,940,210224,aws,17:00:37
7697,download,multicloud,0.21,6/24/16,2480,python,187.1860027,15272,azure,17:00:38
7698,download,native,0.26,6/24/16,2480,python,123.8820553,24056,azure,17:00:38
7699,download,multicloud,0.21,6/24/16,2480,python,204.7529221,15284,azure,17:00:38
7700,download,native,0.24,6/24/16,2480,python,127.5458336,24088,azure,17:00:38
7701,download,native,2.12,6/24/16,2480,java,673,58860,azure,17:00:38
7702,download,multicloud,0.21,6/24/16,2480,python,204.6589851,15204,azure,17:00:38
7703,download,native,2.04,6/24/16,2480,java,540,79188,aws,17:00:38
7704,download,native,0.24,6/24/16,2480,python,141.6940689,23996,azure,17:00:38
7705,download,multicloud,7.16,6/24/16,2480,java,1324,104932,azure,17:00:39
7706,download,native,0.22,6/24/16,2480,python,119.1980839,24048,azure,17:00:39
7707,download,multicloud,0.21,6/24/16,2480,python,244.948864,15292,azure,17:00:39
7708,download,native,0.26,6/24/16,2480,python,142.7001953,24052,azure,17:00:39
7709,download,multicloud,0.19,6/24/16,2480,python,229.612112,15276,azure,17:00:39
7710,download,native,0.25,6/24/16,2480,python,125.0119209,24088,azure,17:00:40
7711,download,native,1.91,6/24/16,2480,java,628,58056,azure,17:00:40
7712,download,multicloud,3.77,6/24/16,2480,java,942,216008,aws,17:00:40
7713,download,multicloud,0.17,6/24/16,2480,python,178.5869598,15396,azure,17:00:40
7714,download,native,1.96,6/24/16,2480,java,496,74368,aws,17:00:40
7715,download,native,0.31,6/24/16,2480,python,163.3460522,23924,azure,17:00:40
7716,download,multicloud,0.19,6/24/16,2480,python,189.6350384,15284,azure,17:00:40
7717,download,native,0.31,6/24/16,2480,python,140.1231289,24112,azure,17:00:41
7718,download,multicloud,0.2,6/24/16,2480,python,167.8681374,15248,azure,17:00:41
7719,download,native,1.91,6/24/16,2480,java,652,58572,azure,17:00:41
7720,download,multicloud,0.19,6/24/16,2480,python,166.2609577,15276,azure,17:00:41
7721,download,native,0.31,6/24/16,2480,python,141.7820454,24024,azure,17:00:41
7722,download,native,1.93,6/24/16,2480,java,469,78620,aws,17:00:41
7723,download,multicloud,0.23,6/24/16,2480,python,193.9620972,15272,azure,17:00:42
7724,download,native,0.27,6/24/16,2480,python,162.4221802,24044,azure,17:00:42
7725,download,multicloud,0.19,6/24/16,2480,python,171.8158722,15384,azure,17:00:42
7726,download,multicloud,3.7,6/24/16,2480,java,890,208336,aws,17:00:42
7727,download,native,0.28,6/24/16,2480,python,199.4469166,24176,azure,17:00:42
7728,download,native,1.66,6/24/16,2480,java,583,58488,azure,17:00:42
7729,download,multicloud,0.19,6/24/16,2480,python,179.858923,15396,azure,17:00:42
7730,download,native,1.99,6/24/16,2480,java,512,77536,aws,17:00:43
7731,download,native,0.29,6/24/16,2480,python,143.2509422,23980,azure,17:00:43
7732,download,multicloud,0.2,6/24/16,2480,python,195.9791183,15324,azure,17:00:43
7733,download,multicloud,7.17,6/24/16,2480,java,1431,102716,azure,17:00:43
7734,download,native,0.27,6/24/16,2480,python,149.6200562,24048,azure,17:00:43
7735,download,multicloud,0.19,6/24/16,2480,python,163.891077,15332,azure,17:00:43
7736,download,native,0.26,6/24/16,2480,python,130.9430599,23912,azure,17:00:43
7737,download,native,1.76,6/24/16,2480,java,613,58856,azure,17:00:44
7738,download,multicloud,0.23,6/24/16,2480,python,206.0649395,15324,azure,17:00:44
7739,download,native,0.26,6/24/16,2480,python,125.1440048,24044,azure,17:00:44
7740,download,native,2.03,6/24/16,2480,java,502,78672,aws,17:00:44
7741,download,multicloud,0.19,6/24/16,2480,python,171.3621616,15268,azure,17:00:44
7742,download,native,0.27,6/24/16,2480,python,143.253088,24052,azure,17:00:44
7743,download,multicloud,3.62,6/24/16,2480,java,908,207500,aws,17:00:44
7744,download,multicloud,0.2,6/24/16,2480,python,190.2492046,15268,azure,17:00:45
7745,download,native,0.26,6/24/16,2480,python,141.5479183,23992,azure,17:00:45
7746,download,native,1.75,6/24/16,2480,java,599,58424,azure,17:00:45
7747,download,multicloud,0.18,6/24/16,2480,python,180.8791161,15328,azure,17:00:45
7748,download,native,0.26,6/24/16,2480,python,127.0499229,23932,azure,17:00:45
7749,download,native,2.04,6/24/16,2480,java,569,75108,aws,17:00:45
7750,download,multicloud,0.22,6/24/16,2480,python,195.4369545,15240,azure,17:00:45
7751,download,native,0.26,6/24/16,2480,python,156.2600136,24048,azure,17:00:46
7752,download,multicloud,0.2,6/24/16,2480,python,235.1658344,15364,azure,17:00:46
7753,download,native,1.8,6/24/16,2480,java,638,58616,azure,17:00:46
7754,download,native,0.29,6/24/16,2480,python,159.9700451,24108,azure,17:00:46
7755,download,multicloud,0.21,6/24/16,2480,python,211.8971348,15384,azure,17:00:46
7756,download,native,0.28,6/24/16,2480,python,167.347908,24072,azure,17:00:47
7757,download,native,1.99,6/24/16,2480,java,503,78820,aws,17:00:47
7758,download,multicloud,0.2,6/24/16,2480,python,202.6860714,15208,azure,17:00:47
7759,download,multicloud,3.72,6/24/16,2480,java,934,212348,aws,17:00:47
7760,download,native,0.27,6/24/16,2480,python,146.504879,24020,azure,17:00:47
7761,download,multicloud,0.21,6/24/16,2480,python,177.3469448,15284,azure,17:00:47
7762,download,native,1.64,6/24/16,2480,java,572,58500,azure,17:00:47
7763,download,multicloud,6.78,6/24/16,2480,java,1365,106132,azure,17:00:47
7764,download,native,0.28,6/24/16,2480,python,147.854805,24176,azure,17:00:47
7765,download,multicloud,0.19,6/24/16,2480,python,172.3880768,15200,azure,17:00:48
7766,download,multicloud,0.18,6/24/16,2480,python,171.3120937,15384,azure,17:00:48
7767,download,native,0.25,6/24/16,2480,python,234.5302105,24040,azure,17:00:48
7768,download,native,2.04,6/24/16,2480,java,519,79072,aws,17:00:48
7769,download,multicloud,0.17,6/24/16,2480,python,182.9488277,15204,azure,17:00:48
7770,download,native,0.27,6/24/16,2480,python,144.6580887,23980,azure,17:00:49
7771,download,native,1.73,6/24/16,2480,java,596,58592,azure,17:00:49
7772,download,multicloud,0.18,6/24/16,2480,python,171.1788177,15304,azure,17:00:49
7773,download,native,0.24,6/24/16,2480,python,118.2219982,23924,azure,17:00:49
7774,download,multicloud,3.74,6/24/16,2480,java,930,211528,aws,17:00:49
7775,download,multicloud,0.24,6/24/16,2480,python,208.9290619,15280,azure,17:00:49
7776,download,native,0.29,6/24/16,2480,python,138.5569572,24084,azure,17:00:49
7777,download,native,1.96,6/24/16,2480,java,491,78136,aws,17:00:50
7778,download,multicloud,0.2,6/24/16,2480,python,286.2269878,15268,azure,17:00:50
7779,download,native,0.29,6/24/16,2480,python,189.6588802,24172,azure,17:00:50
7780,download,native,1.94,6/24/16,2480,java,644,58812,azure,17:00:50
7781,download,native,0.32,6/24/16,2480,python,136.357069,24044,azure,17:00:50
7782,download,multicloud,0.25,6/24/16,2480,python,387.0880604,15272,azure,17:00:51
7783,download,native,2.03,6/24/16,2480,java,522,78828,aws,17:00:51
7784,download,multicloud,0.21,6/24/16,2480,python,192.1918392,15204,azure,17:00:51
7785,download,native,1.96,6/24/16,2480,java,620,65344,azure,17:00:51
7786,download,multicloud,0.22,6/24/16,2480,python,197.4320412,15236,azure,17:00:51
7787,download,multicloud,6.69,6/24/16,2480,java,1276,103052,azure,17:00:52
7788,download,multicloud,3.64,6/24/16,2480,java,943,210020,aws,17:00:52
7789,download,multicloud,0.24,6/24/16,2480,python,208.370924,15396,azure,17:00:52
7790,download,native,1.94,6/24/16,2480,java,515,76040,aws,17:00:52
7791,download,native,1.75,6/24/16,2480,java,558,58360,azure,17:00:53
7792,download,native,2.05,6/24/16,2480,java,515,78868,aws,17:00:54
7793,download,native,1.86,6/24/16,2480,java,635,58684,azure,17:00:54
7794,download,multicloud,3.7,6/24/16,2480,java,945,215752,aws,17:00:54
7795,download,native,1.99,6/24/16,2480,java,504,80176,aws,17:00:55
7796,download,native,1.8,6/24/16,2480,java,695,58216,azure,17:00:55
7797,download,multicloud,6.8,6/24/16,2480,java,1337,104372,azure,17:00:56
7798,download,multicloud,3.66,6/24/16,2480,java,899,210520,aws,17:00:56
7799,download,native,1.93,6/24/16,2480,java,507,77484,aws,17:00:56
7800,download,native,1.8,6/24/16,2480,java,595,57648,azure,17:00:57
7801,download,native,2.03,6/24/16,2480,java,525,78896,aws,17:00:58
7802,download,native,1.83,6/24/16,2480,java,590,65240,azure,17:00:58
7803,download,multicloud,3.57,6/24/16,2480,java,841,203444,aws,17:00:59
7804,download,native,1.99,6/24/16,2480,java,502,76396,aws,17:00:59
7805,download,native,2.15,6/24/16,2480,java,668,59244,azure,17:01:00
7806,download,multicloud,7.16,6/24/16,2480,java,1418,103244,azure,17:01:00
7807,download,native,1.98,6/24/16,2480,java,490,79000,aws,17:01:01
7808,download,native,1.95,6/24/16,2480,java,653,58560,azure,17:01:01
7809,download,multicloud,3.59,6/24/16,2480,java,969,209192,aws,17:01:01
7810,download,native,1.95,6/24/16,2480,java,478,78684,aws,17:01:02
7811,download,native,1.73,6/24/16,2480,java,534,58780,azure,17:01:02
7812,download,native,2,6/24/16,2480,java,507,76148,aws,17:01:03
7813,download,multicloud,3.74,6/24/16,2480,java,921,210948,aws,17:01:03
7814,download,native,1.83,6/24/16,2480,java,645,58304,azure,17:01:04
7815,download,native,1.92,6/24/16,2480,java,480,78716,aws,17:01:05
7816,download,multicloud,7.35,6/24/16,2480,java,1429,102516,azure,17:01:05
7817,download,native,1.79,6/24/16,2480,java,669,58488,azure,17:01:05
7818,download,multicloud,3.6,6/24/16,2480,java,874,211500,aws,17:01:06
7819,download,native,2.03,6/24/16,2480,java,537,78764,aws,17:01:06
7820,download,native,1.93,6/24/16,2480,java,957,58208,azure,17:01:07
7821,download,native,2.07,6/24/16,2480,java,527,78952,aws,17:01:07
7822,download,native,1.94,6/24/16,2480,java,578,58268,azure,17:01:08
7823,download,multicloud,3.56,6/24/16,2480,java,931,215872,aws,17:01:08
7824,download,multicloud,6.93,6/24/16,2480,java,1347,105244,azure,17:01:09
7825,download,native,2.07,6/24/16,2480,java,737,58776,azure,17:01:09
7826,download,multicloud,3.74,6/24/16,2480,java,941,207852,aws,17:01:10
7827,download,native,1.97,6/24/16,2480,java,704,58684,azure,17:01:11
7828,download,native,1.88,6/24/16,2480,java,611,64988,azure,17:01:12
7829,download,multicloud,3.68,6/24/16,2480,java,1068,209568,aws,17:01:13
7830,download,native,1.72,6/24/16,2480,java,549,58296,azure,17:01:13
7831,download,multicloud,6.84,6/24/16,2480,java,1332,104696,azure,17:01:13
7832,download,native,1.73,6/24/16,2480,java,667,58072,azure,17:01:15
7833,download,multicloud,3.62,6/24/16,2480,java,910,214556,aws,17:01:15
7834,download,native,1.93,6/24/16,2480,java,670,58760,azure,17:01:16
7835,download,native,1.86,6/24/16,2480,java,565,59124,azure,17:01:17
7836,download,multicloud,3.72,6/24/16,2480,java,928,212488,aws,17:01:18
7837,download,multicloud,7.23,6/24/16,2480,java,1474,102876,azure,17:01:18
7838,download,native,1.85,6/24/16,2480,java,692,58360,azure,17:01:19
7839,download,native,1.82,6/24/16,2480,java,635,58476,azure,17:01:20
7840,download,multicloud,3.62,6/24/16,2480,java,882,217348,aws,17:01:20
7841,download,native,1.91,6/24/16,2480,java,675,57520,azure,17:01:21
7842,download,multicloud,7.01,6/24/16,2480,java,1371,105124,azure,17:01:22
7843,download,multicloud,3.68,6/24/16,2480,java,900,211168,aws,17:01:22
7844,download,native,1.82,6/24/16,2480,java,659,58540,azure,17:01:23
7845,download,native,2,6/24/16,2480,java,737,60116,azure,17:01:24
7846,download,multicloud,3.63,6/24/16,2480,java,909,209436,aws,17:01:25
7847,download,native,1.74,6/24/16,2480,java,649,57992,azure,17:01:25
7848,download,multicloud,7,6/24/16,2480,java,1340,105464,azure,17:01:27
7849,download,native,1.67,6/24/16,2480,java,543,58652,azure,17:01:27
7850,download,multicloud,3.78,6/24/16,2480,java,945,210212,aws,17:01:27
7851,download,native,1.93,6/24/16,2480,java,619,57760,azure,17:01:28
7852,download,multicloud,3.65,6/24/16,2480,java,923,211400,aws,17:01:29
7853,download,native,2.08,6/24/16,2480,java,656,58120,azure,17:01:29
7854,download,native,1.66,6/24/16,2480,java,572,58496,azure,17:01:31
7855,download,multicloud,6.65,6/24/16,2480,java,1287,101568,azure,17:01:31
7856,download,multicloud,3.6,6/24/16,2480,java,861,209072,aws,17:01:32
7857,download,native,1.76,6/24/16,2480,java,558,57820,azure,17:01:32
7858,download,native,1.78,6/24/16,2480,java,590,58668,azure,17:01:33
7859,download,multicloud,3.62,6/24/16,2480,java,948,215256,aws,17:01:34
7860,download,native,1.83,6/24/16,2480,java,680,58720,azure,17:01:35
7861,download,multicloud,7.12,6/24/16,2480,java,1422,105804,azure,17:01:35
7862,download,native,2.02,6/24/16,2480,java,661,58928,azure,17:01:36
7863,download,multicloud,3.79,6/24/16,2480,java,918,210764,aws,17:01:36
7864,download,native,1.81,6/24/16,2480,java,666,59032,azure,17:01:37
7865,download,native,1.92,6/24/16,2480,java,664,58408,azure,17:01:39
7866,download,multicloud,3.65,6/24/16,2480,java,1534,210028,aws,17:01:39
7867,download,multicloud,6.72,6/24/16,2480,java,1329,105328,azure,17:01:40
7868,download,native,1.8,6/24/16,2480,java,627,57640,azure,17:01:40
7869,download,native,2.04,6/24/16,2480,java,661,59200,azure,17:01:41
7870,download,multicloud,3.63,6/24/16,2480,java,1050,209596,aws,17:01:42
7871,download,native,1.88,6/24/16,2480,java,643,57980,azure,17:01:43
7872,download,multicloud,7.02,6/24/16,2480,java,1310,106528,azure,17:01:44
7873,download,native,1.8,6/24/16,2480,java,632,58812,azure,17:01:44
7874,download,multicloud,3.79,6/24/16,2480,java,966,217640,aws,17:01:44
7875,download,native,1.96,6/24/16,2480,java,653,58064,azure,17:01:45
7876,download,native,1.9,6/24/16,2480,java,593,58668,azure,17:01:47
7877,download,multicloud,3.83,6/24/16,2480,java,1061,215028,aws,17:01:47
7878,download,native,1.8,6/24/16,2480,java,574,57968,azure,17:01:48
7879,download,multicloud,7.28,6/24/16,2480,java,1397,106492,azure,17:01:48
7880,download,multicloud,3.8,6/24/16,2480,java,946,215824,aws,17:01:49
7881,download,native,2.01,6/24/16,2480,java,720,66240,azure,17:01:49
7882,download,native,1.94,6/24/16,2480,java,700,58308,azure,17:01:51
7883,download,multicloud,3.56,6/24/16,2480,java,986,215216,aws,17:01:52
7884,download,native,1.81,6/24/16,2480,java,550,57940,azure,17:01:52
7885,download,multicloud,6.97,6/24/16,2480,java,1325,104824,azure,17:01:53
7886,download,native,1.79,6/24/16,2480,java,577,57356,azure,17:01:53
7887,download,multicloud,3.7,6/24/16,2480,java,917,209432,aws,17:01:54
7888,download,native,1.99,6/24/16,2480,java,689,58796,azure,17:01:55
7889,download,native,1.86,6/24/16,2480,java,595,58708,azure,17:01:56
7890,download,multicloud,3.66,6/24/16,2480,java,934,215972,aws,17:01:56
7891,download,multicloud,7,6/24/16,2480,java,1370,102396,azure,17:01:57
7892,download,native,1.74,6/24/16,2480,java,565,58256,azure,17:01:57
7893,download,native,1.63,6/24/16,2480,java,613,59096,azure,17:01:59
7894,download,multicloud,3.59,6/24/16,2480,java,982,212144,aws,17:01:59
7895,download,native,1.83,6/24/16,2480,java,663,58740,azure,17:02:00
7896,download,multicloud,3.68,6/24/16,2480,java,826,209528,aws,17:02:01
7897,download,native,1.91,6/24/16,2480,java,678,58640,azure,17:02:01
7898,download,multicloud,7.26,6/24/16,2480,java,1420,109196,azure,17:02:02
7899,download,native,1.77,6/24/16,2480,java,521,58764,azure,17:02:02
7900,download,multicloud,3.73,6/24/16,2480,java,994,217028,aws,17:02:03
7901,download,native,2.03,6/24/16,2480,java,807,58868,azure,17:02:04
7902,download,native,1.76,6/24/16,2480,java,636,58936,azure,17:02:05
7903,download,multicloud,3.63,6/24/16,2480,java,864,214632,aws,17:02:06
7904,download,multicloud,7.25,6/24/16,2480,java,1283,105200,azure,17:02:06
7905,download,native,1.78,6/24/16,2480,java,574,59044,azure,17:02:07
7906,download,native,1.77,6/24/16,2480,java,615,58632,azure,17:02:08
7907,download,multicloud,3.57,6/24/16,2480,java,880,207608,aws,17:02:08
7908,download,native,1.72,6/24/16,2480,java,587,59012,azure,17:02:09
7909,download,multicloud,6.81,6/24/16,2480,java,1273,103660,azure,17:02:10
7910,download,multicloud,3.54,6/24/16,2480,java,875,209044,aws,17:02:10
7911,download,native,1.85,6/24/16,2480,java,659,58404,azure,17:02:10
7912,download,native,1.95,6/24/16,2480,java,742,59024,azure,17:02:12
7913,download,multicloud,3.66,6/24/16,2480,java,903,209724,aws,17:02:13
7914,download,native,1.88,6/24/16,2480,java,598,58972,azure,17:02:13
7915,download,native,1.78,6/24/16,2480,java,610,58340,azure,17:02:14
7916,download,multicloud,7.05,6/24/16,2480,java,1440,105540,azure,17:02:15
7917,download,multicloud,3.59,6/24/16,2480,java,825,216236,aws,17:02:15
7918,download,native,1.89,6/24/16,2480,java,598,58260,azure,17:02:16
7919,download,native,1.98,6/24/16,2480,java,631,64884,azure,17:02:17
7920,download,multicloud,3.71,6/24/16,2480,java,947,214112,aws,17:02:17
7921,download,native,2.01,6/24/16,2480,java,721,65588,azure,17:02:19
7922,download,multicloud,6.91,6/24/16,2480,java,1271,104880,azure,17:02:19
7923,download,multicloud,3.69,6/24/16,2480,java,982,210040,aws,17:02:20
7924,download,multicloud,3.69,6/24/16,2480,java,996,210680,aws,17:02:22
7925,download,multicloud,6.62,6/24/16,2480,java,1382,104660,azure,17:02:23
7926,download,multicloud,3.69,6/24/16,2480,java,936,210456,aws,17:02:24
7927,download,multicloud,3.79,6/24/16,2480,java,990,216016,aws,17:02:27
7928,download,multicloud,3.65,6/24/16,2480,java,950,210936,aws,17:02:29
7929,download,multicloud,7.02,6/24/16,2480,java,3646,105364,azure,17:02:30
7930,download,multicloud,3.8,6/24/16,2480,java,892,208784,aws,17:02:32
7931,download,multicloud,3.61,6/24/16,2480,java,879,205128,aws,17:02:34
7932,download,multicloud,6.84,6/24/16,2480,java,1227,105748,azure,17:02:34
7933,download,multicloud,3.69,6/24/16,2480,java,946,210044,aws,17:02:36
7934,download,multicloud,6.98,6/24/16,2480,java,1335,104608,azure,17:02:39
7935,download,multicloud,3.78,6/24/16,2480,java,830,208468,aws,17:02:39
7936,download,multicloud,3.71,6/24/16,2480,java,918,209536,aws,17:02:41
7937,download,multicloud,7.24,6/24/16,2480,java,1375,104800,azure,17:02:43
7938,download,multicloud,3.59,6/24/16,2480,java,936,213156,aws,17:02:43
7939,download,multicloud,3.74,6/24/16,2480,java,928,215720,aws,17:02:46
7940,download,multicloud,6.94,6/24/16,2480,java,1334,104692,azure,17:02:47
7941,download,multicloud,3.53,6/24/16,2480,java,856,203828,aws,17:02:48
7942,download,multicloud,3.7,6/24/16,2480,java,1076,210768,aws,17:02:51
7943,download,multicloud,6.53,6/24/16,2480,java,1245,106744,azure,17:02:51
7944,download,multicloud,3.67,6/24/16,2480,java,868,209308,aws,17:02:53
7945,download,multicloud,3.66,6/24/16,2480,java,978,217248,aws,17:02:55
7946,download,multicloud,6.9,6/24/16,2480,java,1411,104952,azure,17:02:56
7947,download,multicloud,3.71,6/24/16,2480,java,949,213352,aws,17:02:58
7948,download,multicloud,6.76,6/24/16,2480,java,1459,104784,azure,17:03:00
7949,download,multicloud,6.97,6/24/16,2480,java,1365,105108,azure,17:03:05
7950,download,multicloud,7.37,6/24/16,2480,java,1386,105596,azure,17:03:09
7951,download,multicloud,6.63,6/24/16,2480,java,1236,105664,azure,17:03:14
7952,download,multicloud,6.52,6/24/16,2480,java,1338,105220,azure,17:03:18
7953,download,multicloud,6.52,6/24/16,2480,java,1230,105812,azure,17:03:22
7954,download,multicloud,7.08,6/24/16,2480,java,1417,105264,azure,17:03:26
7955,download,multicloud,6.8,6/24/16,2480,java,1273,102604,azure,17:03:30
7956,download,multicloud,6.91,6/24/16,2480,java,1329,104664,azure,17:03:35
7957,download,multicloud,6.96,6/24/16,2480,java,1337,105848,azure,17:03:39
7958,download,multicloud,6.86,6/24/16,2480,java,1346,102296,azure,17:03:43
7959,download,multicloud,7.23,6/24/16,2480,java,1376,109336,azure,17:03:48
7960,download,multicloud,6.46,6/24/16,2480,java,1247,107344,azure,17:03:52
7961,download,multicloud,6.86,6/24/16,2480,java,1328,102248,azure,17:03:57
7962,download,multicloud,6.7,6/24/16,2480,java,1344,104736,azure,17:04:01
7963,download,multicloud,6.73,6/24/16,2480,java,1261,94788,azure,17:04:05
7964,download,multicloud,6.76,6/24/16,2480,java,1532,105872,azure,17:04:09
7965,download,multicloud,6.58,6/24/16,2480,java,1444,105196,azure,17:04:14
7966,download,multicloud,6.95,6/24/16,2480,java,1422,109484,azure,17:04:18
7967,download,multicloud,6.92,6/24/16,2480,java,1219,105672,azure,17:04:22
7968,download,multicloud,7.2,6/24/16,2480,java,1378,106272,azure,17:04:27
7969,download,multicloud,6.54,6/24/16,2480,java,1331,105636,azure,17:04:31
7970,download,multicloud,6.94,6/24/16,2480,java,1360,104924,azure,17:04:35
7971,download,multicloud,6.82,6/24/16,2480,java,1466,101908,azure,17:04:39
7972,download,multicloud,6.71,6/24/16,2480,java,1249,105448,azure,17:04:44
7973,download,multicloud,7.02,6/24/16,2480,java,1388,104456,azure,17:04:48
7974,download,multicloud,6.73,6/24/16,2480,java,1316,102648,azure,17:04:52
7975,download,multicloud,7.25,6/24/16,2480,java,1474,102360,azure,17:04:57
7976,download,multicloud,7.22,6/24/16,2480,java,1440,109396,azure,17:05:01
7977,download,multicloud,7.17,6/24/16,2480,java,1357,101876,azure,17:05:06
